"ISO3","National Unit","Name","Admin Level","Metric","Units","Year","Value"
"GHA","Ghana","Eastern","admin1","Infection Prevalence","per 100 Children",2012,45.529682430651704
"GHA","Ghana","Eastern","admin1","Infection Prevalence","per 100 Children",2013,43.7600324451621
"GHA","Ghana","Eastern","admin1","Infection Prevalence","per 100 Children",2014,39.4798809362917
"GHA","Ghana","Eastern","admin1","Infection Prevalence","per 100 Children",2015,33.827579659121795
"GHA","Ghana","Eastern","admin1","Infection Prevalence","per 100 Children",2016,26.8584775614563
"GHA","Ghana","Eastern","admin1","Infection Prevalence","per 100 Children",2017,20.305620883064602
"GHA","Ghana","Eastern","admin1","Infection Prevalence","per 100 Children",2018,15.0988828755371
"GHA","Ghana","Eastern","admin1","Infection Prevalence","per 100 Children",2019,13.5263169404267
"GHA","Ghana","Eastern","admin1","Infection Prevalence","per 100 Children",2020,14.029406913501699
"GHA","Ghana","Eastern","admin1","Infection Prevalence","per 100 Children",2021,15.790950224022701
"GHA","Ghana","Eastern","admin1","Infection Prevalence","per 100 Children",2022,15.621808617205701
"GHA","Ghana","Eastern","admin1","Mortality Rate","Deaths per 100 Thousand",2010,167.9462
"GHA","Ghana","Eastern","admin1","Mortality Rate","Deaths per 100 Thousand",2011,156.1825
"GHA","Ghana","Eastern","admin1","Mortality Rate","Deaths per 100 Thousand",2012,146.49419999999998
"GHA","Ghana","Eastern","admin1","Mortality Rate","Deaths per 100 Thousand",2013,135.5293
"GHA","Ghana","Eastern","admin1","Mortality Rate","Deaths per 100 Thousand",2014,126.1414
"GHA","Ghana","Eastern","admin1","Mortality Rate","Deaths per 100 Thousand",2015,111.8069
"GHA","Ghana","Eastern","admin1","Mortality Rate","Deaths per 100 Thousand",2016,98.7017
"GHA","Ghana","Eastern","admin1","Mortality Rate","Deaths per 100 Thousand",2017,95.5588
"GHA","Ghana","Eastern","admin1","Mortality Rate","Deaths per 100 Thousand",2018,86.2569
"GHA","Ghana","Eastern","admin1","Mortality Rate","Deaths per 100 Thousand",2019,81.4575
"GHA","Ghana","Eastern","admin1","Mortality Rate","Deaths per 100 Thousand",2020,83.8572
"GHA","Ghana","Eastern","admin1","Mortality Rate","Deaths per 100 Thousand",2021,75.1164
"GHA","Ghana","Eastern","admin1","Mortality Rate","Deaths per 100 Thousand",2022,77.70779999999999
"GHA","Ghana","Northern","admin1","Incidence Rate","Cases per Thousand",2010,458.628431481213
"GHA","Ghana","Northern","admin1","Incidence Rate","Cases per Thousand",2011,460.455220182844
"GHA","Ghana","Northern","admin1","Incidence Rate","Cases per Thousand",2012,445.49145551888904
"GHA","Ghana","Northern","admin1","Incidence Rate","Cases per Thousand",2013,422.907755912016
"GHA","Ghana","Northern","admin1","Incidence Rate","Cases per Thousand",2014,396.556087048349
"GHA","Ghana","Northern","admin1","Incidence Rate","Cases per Thousand",2015,358.32667385936
"GHA","Ghana","Northern","admin1","Incidence Rate","Cases per Thousand",2016,300.11864469497004
"GHA","Ghana","Northern","admin1","Incidence Rate","Cases per Thousand",2017,232.160671985179
"GHA","Ghana","Northern","admin1","Incidence Rate","Cases per Thousand",2018,176.193993096392
"GHA","Ghana","Northern","admin1","Incidence Rate","Cases per Thousand",2019,155.648451983084
"GHA","Ghana","Northern","admin1","Incidence Rate","Cases per Thousand",2020,161.93598979844302
"GHA","Ghana","Northern","admin1","Incidence Rate","Cases per Thousand",2021,172.084679392669
"GHA","Ghana","Northern","admin1","Incidence Rate","Cases per Thousand",2022,192.78969383208698
"GHA","Ghana","Northern","admin1","Infection Prevalence","per 100 Children",2010,57.96243346643401
"GHA","Ghana","Northern","admin1","Infection Prevalence","per 100 Children",2011,60.3855297107831
"GHA","Ghana","Northern","admin1","Infection Prevalence","per 100 Children",2012,59.388190754054904
"GHA","Ghana","Northern","admin1","Infection Prevalence","per 100 Children",2013,56.5329269476301
"GHA","Ghana","Northern","admin1","Infection Prevalence","per 100 Children",2014,51.20702960192251
"GHA","Ghana","Northern","admin1","Infection Prevalence","per 100 Children",2015,42.433288510775505
"GHA","Ghana","Northern","admin1","Infection Prevalence","per 100 Children",2016,31.215633499474798
"GHA","Ghana","Northern","admin1","Infection Prevalence","per 100 Children",2017,21.377361528317902
"GHA","Ghana","Northern","admin1","Infection Prevalence","per 100 Children",2018,14.3123019647172
"GHA","Ghana","Northern","admin1","Infection Prevalence","per 100 Children",2019,11.949161632660301
"GHA","Ghana","Northern","admin1","Infection Prevalence","per 100 Children",2020,12.508064241943101
"GHA","Ghana","Northern","admin1","Infection Prevalence","per 100 Children",2021,14.386847722725
"GHA","Ghana","Northern","admin1","Infection Prevalence","per 100 Children",2022,16.246888089920102
"GHA","Ghana","Northern","admin1","Mortality Rate","Deaths per 100 Thousand",2010,122.2463
"GHA","Ghana","Northern","admin1","Mortality Rate","Deaths per 100 Thousand",2011,113.65509999999999
"GHA","Ghana","Northern","admin1","Mortality Rate","Deaths per 100 Thousand",2012,106.0746
"GHA","Ghana","Northern","admin1","Mortality Rate","Deaths per 100 Thousand",2013,98.5931
"GHA","Ghana","Northern","admin1","Mortality Rate","Deaths per 100 Thousand",2014,92.675
"GHA","Ghana","Northern","admin1","Mortality Rate","Deaths per 100 Thousand",2015,81.848
"GHA","Ghana","Northern","admin1","Mortality Rate","Deaths per 100 Thousand",2016,72.3712
"GHA","Ghana","Northern","admin1","Mortality Rate","Deaths per 100 Thousand",2017,78.0519
"GHA","Ghana","Northern","admin1","Mortality Rate","Deaths per 100 Thousand",2018,70.8879
"GHA","Ghana","Northern","admin1","Mortality Rate","Deaths per 100 Thousand",2019,67.2363
"GHA","Ghana","Northern","admin1","Mortality Rate","Deaths per 100 Thousand",2020,69.542
"GHA","Ghana","Northern","admin1","Mortality Rate","Deaths per 100 Thousand",2021,62.4501
"GHA","Ghana","Northern","admin1","Mortality Rate","Deaths per 100 Thousand",2022,64.3309
"GHA","Ghana","Volta","admin1","Incidence Rate","Cases per Thousand",2010,281.48115386433597
"GHA","Ghana","Volta","admin1","Incidence Rate","Cases per Thousand",2011,285.538643826771
"GHA","Ghana","Volta","admin1","Incidence Rate","Cases per Thousand",2012,292.17768401537904
"GHA","Ghana","Volta","admin1","Incidence Rate","Cases per Thousand",2013,295.732112214309
"GHA","Ghana","Volta","admin1","Incidence Rate","Cases per Thousand",2014,284.26061486484997
"GHA","Ghana","Volta","admin1","Incidence Rate","Cases per Thousand",2015,267.47683166624904
"GHA","Ghana","Volta","admin1","Incidence Rate","Cases per Thousand",2016,245.094634131954
"GHA","Ghana","Volta","admin1","Incidence Rate","Cases per Thousand",2017,221.02766598391298
"GHA","Ghana","Volta","admin1","Incidence Rate","Cases per Thousand",2018,196.55822200088
"GHA","Ghana","Volta","admin1","Incidence Rate","Cases per Thousand",2019,190.229203876254
"GHA","Ghana","Volta","admin1","Incidence Rate","Cases per Thousand",2020,192.177609009159
"GHA","Ghana","Volta","admin1","Incidence Rate","Cases per Thousand",2021,186.75135021400698
"GHA","Ghana","Volta","admin1","Incidence Rate","Cases per Thousand",2022,186.166469471882
"GHA","Ghana","Volta","admin1","Infection Prevalence","per 100 Children",2010,26.147975217111004
"GHA","Ghana","Volta","admin1","Infection Prevalence","per 100 Children",2011,26.9807868578217
"GHA","Ghana","Volta","admin1","Infection Prevalence","per 100 Children",2012,28.0360981141435
"GHA","Ghana","Volta","admin1","Infection Prevalence","per 100 Children",2013,28.7049077756457
"GHA","Ghana","Volta","admin1","Infection Prevalence","per 100 Children",2014,27.253010721368298
"GHA","Ghana","Volta","admin1","Infection Prevalence","per 100 Children",2015,25.057243992997
"GHA","Ghana","Volta","admin1","Infection Prevalence","per 100 Children",2016,22.188461838728802
"GHA","Ghana","Volta","admin1","Infection Prevalence","per 100 Children",2017,19.1272172876039
"GHA","Ghana","Volta","admin1","Infection Prevalence","per 100 Children",2018,16.114226002164102
"GHA","Ghana","Volta","admin1","Infection Prevalence","per 100 Children",2019,15.5264998014178
"GHA","Ghana","Volta","admin1","Infection Prevalence","per 100 Children",2020,15.8568225166828
"GHA","Ghana","Volta","admin1","Infection Prevalence","per 100 Children",2021,16.267558937442
"GHA","Ghana","Volta","admin1","Infection Prevalence","per 100 Children",2022,15.935895646640999
"GHA","Ghana","Volta","admin1","Mortality Rate","Deaths per 100 Thousand",2010,140.6071
"GHA","Ghana","Volta","admin1","Mortality Rate","Deaths per 100 Thousand",2011,130.9057
"GHA","Ghana","Volta","admin1","Mortality Rate","Deaths per 100 Thousand",2012,123.97039999999998
"GHA","Ghana","Volta","admin1","Mortality Rate","Deaths per 100 Thousand",2013,115.69760000000001
"GHA","Ghana","Volta","admin1","Mortality Rate","Deaths per 100 Thousand",2014,108.1708
"GHA","Ghana","Volta","admin1","Mortality Rate","Deaths per 100 Thousand",2015,96.1382
"GHA","Ghana","Volta","admin1","Mortality Rate","Deaths per 100 Thousand",2016,85.00880000000001
"GHA","Ghana","Volta","admin1","Mortality Rate","Deaths per 100 Thousand",2017,70.0407
"GHA","Ghana","Volta","admin1","Mortality Rate","Deaths per 100 Thousand",2018,63.162099999999995
"GHA","Ghana","Volta","admin1","Mortality Rate","Deaths per 100 Thousand",2019,59.794700000000006
"GHA","Ghana","Volta","admin1","Mortality Rate","Deaths per 100 Thousand",2020,61.5984
"GHA","Ghana","Volta","admin1","Mortality Rate","Deaths per 100 Thousand",2021,55.201800000000006
"GHA","Ghana","Volta","admin1","Mortality Rate","Deaths per 100 Thousand",2022,57.067800000000005
"GHA","Ghana","Greater Accra","admin1","Incidence Rate","Cases per Thousand",2010,178.25807959353602
"GHA","Ghana","Greater Accra","admin1","Incidence Rate","Cases per Thousand",2011,194.629603046677
"GHA","Ghana","Greater Accra","admin1","Incidence Rate","Cases per Thousand",2012,202.257568794799
"GHA","Ghana","Greater Accra","admin1","Incidence Rate","Cases per Thousand",2013,202.935725697804
"GHA","Ghana","Greater Accra","admin1","Incidence Rate","Cases per Thousand",2014,194.569587480342
"GHA","Ghana","Greater Accra","admin1","Incidence Rate","Cases per Thousand",2015,179.033119445321
"GHA","Ghana","Greater Accra","admin1","Incidence Rate","Cases per Thousand",2016,155.73296550863
"GHA","Ghana","Greater Accra","admin1","Incidence Rate","Cases per Thousand",2017,132.816356039303
"GHA","Ghana","Greater Accra","admin1","Incidence Rate","Cases per Thousand",2018,115.835484572456
"GHA","Ghana","Greater Accra","admin1","Incidence Rate","Cases per Thousand",2019,111.564309084868
"GHA","Ghana","Greater Accra","admin1","Incidence Rate","Cases per Thousand",2020,114.705709711777
"GHA","Ghana","Greater Accra","admin1","Incidence Rate","Cases per Thousand",2021,117.758651083856
"GHA","Ghana","Greater Accra","admin1","Incidence Rate","Cases per Thousand",2022,111.897783063442
"GHA","Ghana","Greater Accra","admin1","Infection Prevalence","per 100 Children",2010,12.9553473692865
"GHA","Ghana","Greater Accra","admin1","Infection Prevalence","per 100 Children",2011,14.856567091864001
"GHA","Ghana","Greater Accra","admin1","Infection Prevalence","per 100 Children",2012,15.876818681774802
"GHA","Ghana","Greater Accra","admin1","Infection Prevalence","per 100 Children",2013,16.1412919220338
"GHA","Ghana","Greater Accra","admin1","Infection Prevalence","per 100 Children",2014,15.261565077865399
"GHA","Ghana","Greater Accra","admin1","Infection Prevalence","per 100 Children",2015,13.5362569893176
"GHA","Ghana","Greater Accra","admin1","Infection Prevalence","per 100 Children",2016,11.0755205370533
"GHA","Ghana","Greater Accra","admin1","Infection Prevalence","per 100 Children",2017,8.86136511691423
"GHA","Ghana","Greater Accra","admin1","Infection Prevalence","per 100 Children",2018,7.35365429924754
"GHA","Ghana","Greater Accra","admin1","Infection Prevalence","per 100 Children",2019,7.009380636544011
"GHA","Ghana","Greater Accra","admin1","Infection Prevalence","per 100 Children",2020,7.302316507274729
"GHA","Ghana","Greater Accra","admin1","Infection Prevalence","per 100 Children",2021,8.50135576003807
"GHA","Ghana","Greater Accra","admin1","Infection Prevalence","per 100 Children",2022,7.96740112863559
"GHA","Ghana","Greater Accra","admin1","Mortality Rate","Deaths per 100 Thousand",2010,45.692699999999995
"GHA","Ghana","Greater Accra","admin1","Mortality Rate","Deaths per 100 Thousand",2011,42.2686
"GHA","Ghana","Greater Accra","admin1","Mortality Rate","Deaths per 100 Thousand",2012,39.756
"GHA","Ghana","Greater Accra","admin1","Mortality Rate","Deaths per 100 Thousand",2013,36.9077
"GHA","Ghana","Greater Accra","admin1","Mortality Rate","Deaths per 100 Thousand",2014,34.6886
"GHA","Ghana","Greater Accra","admin1","Mortality Rate","Deaths per 100 Thousand",2015,30.6181
"GHA","Ghana","Greater Accra","admin1","Mortality Rate","Deaths per 100 Thousand",2016,27.1525
"GHA","Ghana","Greater Accra","admin1","Mortality Rate","Deaths per 100 Thousand",2017,16.1896
"GHA","Ghana","Greater Accra","admin1","Mortality Rate","Deaths per 100 Thousand",2018,14.622300000000001
"GHA","Ghana","Greater Accra","admin1","Mortality Rate","Deaths per 100 Thousand",2019,13.787700000000001
"GHA","Ghana","Greater Accra","admin1","Mortality Rate","Deaths per 100 Thousand",2020,14.1364
"GHA","Ghana","Greater Accra","admin1","Mortality Rate","Deaths per 100 Thousand",2021,12.6567
"GHA","Ghana","Greater Accra","admin1","Mortality Rate","Deaths per 100 Thousand",2022,13.0953
"GHA","Ghana","Ashanti","admin1","Incidence Rate","Cases per Thousand",2010,367.458816996595
"GHA","Ghana","Ashanti","admin1","Incidence Rate","Cases per Thousand",2011,357.509019648432
"GHA","Ghana","Ashanti","admin1","Incidence Rate","Cases per Thousand",2012,325.835448411044
"GHA","Ghana","Ashanti","admin1","Incidence Rate","Cases per Thousand",2013,286.683892819609
"GHA","Ghana","Ashanti","admin1","Incidence Rate","Cases per Thousand",2014,249.168064079841
"GHA","Ghana","Ashanti","admin1","Incidence Rate","Cases per Thousand",2015,215.323278460627
"GHA","Ghana","Ashanti","admin1","Incidence Rate","Cases per Thousand",2016,182.755127428982
"GHA","Ghana","Ashanti","admin1","Incidence Rate","Cases per Thousand",2017,157.241696441388
"GHA","Ghana","Ashanti","admin1","Incidence Rate","Cases per Thousand",2018,140.036596277072
"GHA","Ghana","Ashanti","admin1","Incidence Rate","Cases per Thousand",2019,136.710975731655
"GHA","Ghana","Ashanti","admin1","Incidence Rate","Cases per Thousand",2020,134.779576862706
"GHA","Ghana","Ashanti","admin1","Incidence Rate","Cases per Thousand",2021,126.40450073422399
"GHA","Ghana","Ashanti","admin1","Incidence Rate","Cases per Thousand",2022,125.941207491225
"GHA","Ghana","Ashanti","admin1","Infection Prevalence","per 100 Children",2010,39.5299477725601
"GHA","Ghana","Ashanti","admin1","Infection Prevalence","per 100 Children",2011,38.6127387475254
"GHA","Ghana","Ashanti","admin1","Infection Prevalence","per 100 Children",2012,33.964294258383795
"GHA","Ghana","Ashanti","admin1","Infection Prevalence","per 100 Children",2013,28.4282776320844
"GHA","Ghana","Ashanti","admin1","Infection Prevalence","per 100 Children",2014,23.2291097828165
"GHA","Ghana","Ashanti","admin1","Infection Prevalence","per 100 Children",2015,18.8077093470766
"GHA","Ghana","Ashanti","admin1","Infection Prevalence","per 100 Children",2016,14.8853025917218
"GHA","Ghana","Ashanti","admin1","Infection Prevalence","per 100 Children",2017,12.017902320260001
"GHA","Ghana","Ashanti","admin1","Infection Prevalence","per 100 Children",2018,10.1655242651809
"GHA","Ghana","Ashanti","admin1","Infection Prevalence","per 100 Children",2019,9.87137499286379
"GHA","Ghana","Ashanti","admin1","Infection Prevalence","per 100 Children",2020,9.63653801168198
"GHA","Ghana","Ashanti","admin1","Infection Prevalence","per 100 Children",2021,9.49334382345063
"GHA","Ghana","Ashanti","admin1","Infection Prevalence","per 100 Children",2022,9.376150701065521
"GHA","Ghana","Ashanti","admin1","Mortality Rate","Deaths per 100 Thousand",2010,87.14
"GHA","Ghana","Ashanti","admin1","Mortality Rate","Deaths per 100 Thousand",2011,79.8785
"GHA","Ghana","Ashanti","admin1","Mortality Rate","Deaths per 100 Thousand",2012,74.11110000000001
"GHA","Ghana","Ashanti","admin1","Mortality Rate","Deaths per 100 Thousand",2013,67.8923
"GHA","Ghana","Ashanti","admin1","Mortality Rate","Deaths per 100 Thousand",2014,62.911
"GHA","Ghana","Ashanti","admin1","Mortality Rate","Deaths per 100 Thousand",2015,55.1076
"GHA","Ghana","Ashanti","admin1","Mortality Rate","Deaths per 100 Thousand",2016,47.861200000000004
"GHA","Ghana","Ashanti","admin1","Mortality Rate","Deaths per 100 Thousand",2017,42.4362
"GHA","Ghana","Ashanti","admin1","Mortality Rate","Deaths per 100 Thousand",2018,37.7743
"GHA","Ghana","Ashanti","admin1","Mortality Rate","Deaths per 100 Thousand",2019,35.1223
"GHA","Ghana","Ashanti","admin1","Mortality Rate","Deaths per 100 Thousand",2020,35.5581
"GHA","Ghana","Ashanti","admin1","Mortality Rate","Deaths per 100 Thousand",2021,31.8488
"GHA","Ghana","Ashanti","admin1","Mortality Rate","Deaths per 100 Thousand",2022,32.9436
"GHA","Ghana","Central","admin1","Incidence Rate","Cases per Thousand",2010,388.009037831756
"GHA","Ghana","Central","admin1","Incidence Rate","Cases per Thousand",2011,406.071261163247
"GHA","Ghana","Central","admin1","Incidence Rate","Cases per Thousand",2012,404.595876522454
"GHA","Ghana","Central","admin1","Incidence Rate","Cases per Thousand",2013,391.742146870008
"GHA","Ghana","Central","admin1","Incidence Rate","Cases per Thousand",2014,363.89420651433903
"GHA","Ghana","Central","admin1","Incidence Rate","Cases per Thousand",2015,320.965613479298
"GHA","Ghana","Central","admin1","Incidence Rate","Cases per Thousand",2016,268.589629155066
"GHA","Ghana","Central","admin1","Incidence Rate","Cases per Thousand",2017,227.145233880471
"GHA","Ghana","Central","admin1","Incidence Rate","Cases per Thousand",2018,197.48697940357602
"GHA","Ghana","Central","admin1","Incidence Rate","Cases per Thousand",2019,186.89442110793001
"GHA","Ghana","Central","admin1","Incidence Rate","Cases per Thousand",2020,175.427337958123
"GHA","Ghana","Central","admin1","Incidence Rate","Cases per Thousand",2021,153.359358005157
"GHA","Ghana","Central","admin1","Incidence Rate","Cases per Thousand",2022,146.474941143784
"GHA","Ghana","Central","admin1","Infection Prevalence","per 100 Children",2010,43.1789346251876
"GHA","Ghana","Central","admin1","Infection Prevalence","per 100 Children",2011,47.1843830561989
"GHA","Ghana","Central","admin1","Infection Prevalence","per 100 Children",2012,47.557569229258604
"GHA","Ghana","Central","admin1","Infection Prevalence","per 100 Children",2013,45.4908191620652
"GHA","Ghana","Central","admin1","Infection Prevalence","per 100 Children",2014,40.4775927714228
"GHA","Ghana","Central","admin1","Infection Prevalence","per 100 Children",2015,33.6277659299662
"GHA","Ghana","Central","admin1","Infection Prevalence","per 100 Children",2016,25.9737704338743
"GHA","Ghana","Central","admin1","Infection Prevalence","per 100 Children",2017,20.1969455986412
"GHA","Ghana","Central","admin1","Infection Prevalence","per 100 Children",2018,16.3939600732787
"GHA","Ghana","Central","admin1","Infection Prevalence","per 100 Children",2019,15.228267868849398
"GHA","Ghana","Central","admin1","Infection Prevalence","per 100 Children",2020,13.8079173043861
"GHA","Ghana","Central","admin1","Infection Prevalence","per 100 Children",2021,12.1935151024349
"GHA","Ghana","Central","admin1","Infection Prevalence","per 100 Children",2022,11.5368505113404
"GHA","Ghana","Central","admin1","Mortality Rate","Deaths per 100 Thousand",2010,118.6391
"GHA","Ghana","Central","admin1","Mortality Rate","Deaths per 100 Thousand",2011,109.37010000000001
"GHA","Ghana","Central","admin1","Mortality Rate","Deaths per 100 Thousand",2012,102.2921
"GHA","Ghana","Central","admin1","Mortality Rate","Deaths per 100 Thousand",2013,94.93690000000001
"GHA","Ghana","Central","admin1","Mortality Rate","Deaths per 100 Thousand",2014,88.4726
"GHA","Ghana","Central","admin1","Mortality Rate","Deaths per 100 Thousand",2015,78.5452
"GHA","Ghana","Central","admin1","Mortality Rate","Deaths per 100 Thousand",2016,68.8936
"GHA","Ghana","Central","admin1","Mortality Rate","Deaths per 100 Thousand",2017,83.42179999999999
"GHA","Ghana","Central","admin1","Mortality Rate","Deaths per 100 Thousand",2018,74.9257
"GHA","Ghana","Central","admin1","Mortality Rate","Deaths per 100 Thousand",2019,70.69930000000001
"GHA","Ghana","Central","admin1","Mortality Rate","Deaths per 100 Thousand",2020,72.50450000000001
"GHA","Ghana","Central","admin1","Mortality Rate","Deaths per 100 Thousand",2021,64.93719999999999
"GHA","Ghana","Central","admin1","Mortality Rate","Deaths per 100 Thousand",2022,67.1825
"GHA","Ghana","Western","admin1","Incidence Rate","Cases per Thousand",2010,351.66279660481496
"GHA","Ghana","Western","admin1","Incidence Rate","Cases per Thousand",2011,358.35219408261696
"GHA","Ghana","Western","admin1","Incidence Rate","Cases per Thousand",2012,346.95749216314397
"GHA","Ghana","Western","admin1","Incidence Rate","Cases per Thousand",2013,324.578887389575
"GHA","Ghana","Western","admin1","Incidence Rate","Cases per Thousand",2014,296.04618928229297
"GHA","Ghana","Western","admin1","Incidence Rate","Cases per Thousand",2015,269.864969450548
"GHA","Ghana","Western","admin1","Incidence Rate","Cases per Thousand",2016,246.815713111702
"GHA","Ghana","Western","admin1","Incidence Rate","Cases per Thousand",2017,228.835869007827
"GHA","Ghana","Western","admin1","Incidence Rate","Cases per Thousand",2018,218.54994140811198
"GHA","Ghana","Western","admin1","Incidence Rate","Cases per Thousand",2019,217.068533857275
"GHA","Ghana","Western","admin1","Incidence Rate","Cases per Thousand",2020,197.682048132103
"GHA","Ghana","Western","admin1","Incidence Rate","Cases per Thousand",2021,153.5331931288
"GHA","Ghana","Western","admin1","Incidence Rate","Cases per Thousand",2022,154.490634219757
"GHA","Ghana","Western","admin1","Infection Prevalence","per 100 Children",2010,37.0650081323433
"GHA","Ghana","Western","admin1","Infection Prevalence","per 100 Children",2011,38.372298995281604
"GHA","Ghana","Western","admin1","Infection Prevalence","per 100 Children",2012,36.6833050169141
"GHA","Ghana","Western","admin1","Infection Prevalence","per 100 Children",2013,33.518590028829195
"GHA","Ghana","Western","admin1","Infection Prevalence","per 100 Children",2014,29.456834888957502
"GHA","Ghana","Western","admin1","Infection Prevalence","per 100 Children",2015,25.8524045053898
"GHA","Ghana","Western","admin1","Infection Prevalence","per 100 Children",2016,22.8971754795973
"GHA","Ghana","Western","admin1","Infection Prevalence","per 100 Children",2017,20.59809928204
"GHA","Ghana","Western","admin1","Infection Prevalence","per 100 Children",2018,19.3191125093332
"GHA","Ghana","Western","admin1","Infection Prevalence","per 100 Children",2019,19.3310030761442
"GHA","Ghana","Western","admin1","Infection Prevalence","per 100 Children",2020,16.710385638457602
"GHA","Ghana","Western","admin1","Infection Prevalence","per 100 Children",2021,12.1293407808226
"GHA","Ghana","Western","admin1","Infection Prevalence","per 100 Children",2022,12.1726958168099
